Sample name	Superpopulation code
NA20772	EUR
HGDP00611	
HGDP00890	
HGDP01200	
IraqiJew1771	
NA20796	EUR
HGDP00661	
HGDP00895	
HGDP01041	
Nesk_25	
NA20804	EUR
HGDP00666	
HGDP00821	
HGDP01053	
HGDP00722	
NA20816	EUR
HGDP00628	
HGDP00838	
HGDP01058	
HGDP01364	
NA20854	SAS
HGDP00630	
HGDP00864	
HGDP01060	
HGDP01345	
NA20847	SAS
HGDP00635	
HGDP00869	
HGDP01065	
HGDP00474	
NA21097	SAS
HGDP00642	
HGDP00871	
HGDP01104	
SA0342	
NA21100	SAS
HGDP00647	
HGDP00876	
HGDP01161	
HGDP01030	
NA21112	SAS
HGDP00654	
HGDP00883	
HGDP01205	
NA17374	
NA21117	SAS
HGDP00623	
HGDP00814	
HGDP01212	
Bishkek28439	
NA21124	SAS
HGDP00591	
HGDP00819	
HGDP01072	
HGDP01198	
NA21129	SAS
HGDP00584	
HGDP00845	
HGDP01077	
Kayseri23827	
SC_GMFUL5306429	AFR
HGDP00724	
HGDP00782	
HGDP01185	
HGDP01179	
SC_GMFUL5309738	AFR
HGDP00729	
HGDP01014	
HGDP01192	
SC_GMFUL5306366	AFR
HGDP00731	
HGDP01019	
HGDP01096	
SC_GMJOL5309899	AFR
HGDP00692	
HGDP01021	
HGDP01419	
SC_GMJOL5309907	AFR
HGDP00697	
HGDP01033	
Armenian222	
SC_GMFUL5306378	AFR
HGDP00680	
HGDP00977	
HGDP01349	
NA21105	SAS
HGDP00685	
HGDP00984	
HGDP01351	
NA21143	SAS
HGDP00748	
HGDP00934	
HGDP01356	
SC_GMFUL5306354	AFR
HGDP00750	
HGDP00939	
HGDP01363	
SC_GMJOL5309914	AFR
HGDP00762	
HGDP00941	
HGDP01368	
SC_GMFUL5306397	AFR
HGDP00767	
HGDP00965	
HGDP01370	
SC_GMFUL5306405	AFR
HGDP00736	
HGDP00972	
HGDP01382	
SC_GMJOL5309940	AFR
HGDP00700	
HGDP01064	
HGDP01387	
SC_GMJOL5309964	AFR
HGDP00712	
HGDP01069	
HGDP01399	
SC_GMJOL5309921	AFR
HGDP00755	
HGDP00908	
HGDP01375	
SC_GMJOL5309945	AFR
HGDP00863	
HGDP00910	
NA11200	
SC_GMJOL5309969	AFR
HGDP00868	
HGDP00946	
HGDP01337	
SC_GMJOL5309851	AFR
HGDP00870	
HGDP00953	
HGDP01332	
SC_GMJOL5309933	AFR
HGDP00875	
HGDP00958	
R6	
SC_GMJOL5309957	AFR
HGDP00813	
HGDP00960	
Ale22	
SC_GMJOL5309952	AFR
HGDP00818	
HGDP01057	
NA17385	
SC_GMJOL5309976	AFR
HGDP00820	
HGDP01204	
HGDP00928	
SC_GMJOL5309919	AFR
HGDP00774	
HGDP01209	
HGDP01250	
SC_GMJOL5309983	AFR
HGDP00779	
HGDP01184	
TZ-11	
SC_GMJOL5309926	AFR
HGDP00781	
HGDP01189	
I3	
SC_GMJOL5309971	AFR
HGDP00849	
HGDP01177	
BulgarianC1	
SC_GMWOF5428792	AFR
HGDP00856	
HGDP01090	
HGDP01414	
SC_GMWOF5428800	AFR
HGDP00832	
HGDP01230	
HGDP00548	
SC_GMWOF5428824	AFR
HGDP00837	
HGDP01071	
HGDP00125	
SC_GMWOF5428817	AFR
HGDP00806	
HGDP01103	
HGDP00846	
SC_GMWOF5428831	AFR
HGDP00894	
HGDP01196	
HGDP01320	
SC_GMWOF5428855	AFR
HGDP00882	
HGDP01216	
HGDP00702	
SC_GMWOF5428879	AFR
HGDP00786	
HGDP01292	
HGDP00783	
SC_GMMAN5482165	AFR
HGDP00995	
HGDP01300	
HGDP01034	
SC_GMMAN5482189	AFR
HGDP01001	
HGDP01254	
zapo0098	
SC_GMMAN5482211	AFR
HGDP01006	
HGDP01259	
HGDP00428	
SC_GMMAN5482235	AFR
HGDP01013	
HGDP01261	
DNK11	
SC_GMMAN5482191	AFR
HGDP00899	
HGDP01273	
Jordan603	
SC_GMMAN5482223	AFR
HGDP00902	
HGDP01280	
SC_GMMAN5482172	AFR
HGDP00907	
HGDP01329	
SC_GMMAN5482228	AFR
HGDP00919	
HGDP01331	
SC_GMMAN5482247	AFR
HGDP00926	
HGDP01266	
SC_GMMAN5482184	AFR
HGDP00933	
HGDP01305	
SC_GMMAN5482242	AFR
HGDP00976	
HGDP01285	
SC_GMWOF5428906	AFR
HGDP00983	
HGDP01317	
HGDP00122	
HGDP00969	
HGDP01247	
HGDP00127	
HGDP00971	
Y4	
HGDP00134	
HGDP00938	
altai363p	
HGDP00108	
HGDP00940	
ND15865	
HGDP00110	
HGDP00957	
HGDP01211	
HGDP00115	
HGDP00964	
Peru60	
HGDP00139	
HGDP00945	
NA00726	
HGDP00141	
HGDP00952	
mixe0002	
HGDP00146	
HGDP00914	
HGDP01398	
HGDP00177	
HGDP01070	
HGDP01406	
HGDP00189	
HGDP01075	
HGDP01413	
HGDP00191	
HGDP01087	
HGDP01418	
HGDP00153	
HGDP01164	
HGDP01381	
HGDP00158	
HGDP01169	
HGDP01386	
HGDP00228	
HGDP01171	
HGDP01362	
HGDP00230	
HGDP01094	
HGDP01367	
HGDP00076	
HGDP01099	
HGDP01374	
HGDP00088	
HGDP01102	
HGDP01379	
HGDP00103	
HGDP01152	
HGDP01336	
HGDP00165	
HGDP01157	
HGDP01348	
HGDP00608	
HGDP01183	
HGDP01297	
HGDP00610	
HGDP01190	
HGDP01355	
HGDP00615	
HGDP01063	
HGDP00852	
HGDP00639	
HGDP01068	
HGDP01172	
HGDP00641	
HGDP01051	
IHW9118	
HGDP00646	
HGDP01056	
HGDP01228	
HGDP00583	
HGDP01195	
HGDP00749	
HGDP00588	
HGDP01037	
lez42	
HGDP00590	
HGDP01289	
HGDP00338	
HGDP00564	
HGDP01291	
HGDP01223	
HGDP00571	
HGDP01222	
NA13616	
HGDP00622	
HGDP01227	
HGDP00650	
HGDP00627	
HGDP01258	
HGDP00530	
HGDP00634	
HGDP01260	
HGDP00903	
HGDP00557	
HGDP01272	
HGDP00737	
HGDP00595	
HGDP01277	
HGDP01242	
HGDP00576	
HGDP01239	
NA17377	
HGDP00805	
HGDP01241	
B17	
HGDP00812	
HGDP01296	
HGDP00597	
HGDP00759	
HGDP01265	
mixe0007	
HGDP00761	
HGDP01234	
Tuba19	
HGDP00747	
HGDP01208	
NA15763	
HGDP00754	
HGDP01397	
HGDP00554	
HGDP00797	
HGDP01400	
K1	
HGDP00800	
HGDP01405	
HGDP00857	
HGDP00766	
HGDP01373	
HGDP00775	
HGDP00843	
HGDP01378	
HGDP01153	
HGDP00862	
HGDP01380	
HGDP00713	
HGDP00817	
HGDP01354	
HGDP01076	
HGDP00780	
HGDP01359	
HGDP00991	
HGDP01024	
HGDP01304	
tdj409_shugnan	
HGDP01029	
HGDP01309	
abh107	
HGDP01031	
HGDP01361	
HGDP00915	
HGDP01043	
HGDP01366	
HGDP01312	
HGDP01050	
HGDP01342	
NA13604	
HGDP01074	
HGDP01347	
HGDP01191	
HGDP01081	
HGDP01311	
KD4	
HGDP01086	
HGDP01316	
HGDP00124	
HGDP01101	
HGDP01328	
HGDP01350	
HGDP01149	
HGDP01330	
Esk29	
HGDP01151	
HGDP01385	
Ayodo_430C	
HGDP00968	
NA21581	
HGDP00725	
HGDP00970	
Jordan214	
HGDP00706	
HGDP00975	
HGDP00887	
Ale14	
HGDP01055	
Sir26	
mixa0099	
HGDP01062	
HGDP00286	
HGDP01401	
HGDP00994	
NorthOssetia12	
HGDP01095	
HGDP01156	
HGDP00616	
Nlk1	
HGDP00999	
Mansi41	
HGDP00232	
HGDP01067	
HGDP00798	
IraqiJew4291	
HGDP00449	
HGDP01417	
HGDP00019	
Ayodo_81S	
Igor21	
HGDP01412	
Utsa22	
HGDP01323	
HGDP00533	
Ayodo_502C	
HGDP00526	
M4	
HGDP01416	
HGDP01203	
HGDP00090	
Sir19	
HGDP00569	
Igor20	
HGDP00987	
HGDP00058	
HGDP00932	
HGDP01018	
HGDP01404	
HGDP01246	
HGDP01411	
HGDP01335	
HGDP01377	
HGDP01032	
HGDP01384	
I1	
HGDP01315	
HGDP00027	
CHI-007	
HGDP01188	
HGDP01396	
Kusunda02	
HGDP01240	
Nesk_22	
mixe0042	
HGDP01253	
HGDP01098	
HGDP00457	
HGDP00160	
HGDP01044	
Bishkek28440	
Ale32	
HGDP00785	
DNK07	
HGDP00855	
mg31	
Kusunda15	
Utsa21	
HGDP00660	
Ale20	
HGDP01308	
HGDP00476	
HGDP01163	
HGDP01215	
HGDP00951	
Kayseri24424	
HGDP00773	
Sir40	
R3	
Tuba9	
Est400	
Y8	
HGDP00982	
HGDP00717	
Dus22	
Dus16	
NA13607	
tdj430_shugnan	
SAH31	
B11	
YemeniteJew4695	
